iter	Logloss
200	0.3844792237
201	0.3841934609
202	0.383953843
203	0.383691334
204	0.3833697346
205	0.3831293531
206	0.3828760174
207	0.3826987187
208	0.3826439095
209	0.3823184549
210	0.3820935883
211	0.3816305641
212	0.3814911768
213	0.3811936082
214	0.380847741
215	0.3805750641
216	0.3803630338
217	0.3800813419
218	0.3797039742
219	0.3794671232
220	0.3790974619
221	0.3789650069
222	0.3786401477
223	0.3784726456
224	0.3781294664
225	0.377883895
226	0.3776857367
227	0.3773691175
228	0.3770532615
229	0.3768193941
230	0.3765259464
231	0.376357224
232	0.3762126513
233	0.3759726767
234	0.375714011
235	0.3754479492
236	0.3753028468
237	0.3751157568
238	0.3748323116
239	0.3746723401
240	0.3745257216
241	0.3743073271
242	0.3739584464
243	0.3737106983
244	0.3735149055
245	0.373255544
246	0.3731212744
247	0.3728665887
248	0.372656817
249	0.3724065957
250	0.3721671376
251	0.371866584
252	0.3717192435
253	0.3714450501
254	0.3712639636
255	0.371105375
256	0.3708953719
257	0.3706058702
258	0.3704211948
259	0.3702724309
260	0.3700532587
261	0.3699247616
262	0.369705997
263	0.3694564771
264	0.3692374926
265	0.3689613272
266	0.3687622122
267	0.3685379519
268	0.3684035492
269	0.3681362685
270	0.3679308036
271	0.367844959
272	0.367680164
273	0.3674495032
274	0.3672795864
275	0.3670422601
276	0.3667281494
277	0.3664525569
278	0.3663321799
279	0.3662211208
280	0.3660668783
281	0.3659149343
282	0.3657216726
283	0.3655309549
284	0.3654012951
285	0.3653039388
286	0.3651308486
287	0.3648102688
288	0.3646429615
289	0.3643525958
290	0.3640555449
291	0.3638799374
292	0.3637563322
293	0.3634852893
294	0.3632650612
295	0.3630486155
296	0.3628669618
297	0.3625902297
298	0.3624941607
299	0.3622857081
300	0.3618839877
301	0.36177358
302	0.3616654046
303	0.3615081882
304	0.3613418086
305	0.3611456701
306	0.360919722
307	0.3607879448
308	0.3605735523
309	0.3603605688
310	0.3601959569
311	0.3600386827
312	0.3597914228
313	0.3596632441
314	0.3594336767
315	0.3592449148
316	0.3589729683
317	0.3588581082
318	0.358666653
319	0.3584431654
320	0.358308325
321	0.3580251545
322	0.3578374266
323	0.3577417736
324	0.3575863324
325	0.3573343991
326	0.3571491382
327	0.356963541
328	0.356946003
329	0.3567045447
330	0.356479996
331	0.3563018182
332	0.3561984347
333	0.3560797686
334	0.3560372694
335	0.3558369821
336	0.3555056966
337	0.3553004895
338	0.3550839649
339	0.3549929723
340	0.3547755032
341	0.3545208251
342	0.3543881302
343	0.3540473672
344	0.3538498989
345	0.353507709
346	0.3532710143
347	0.3530292283
348	0.3529164538
349	0.3528017406
350	0.3527205182
351	0.3525791203
352	0.3524501382
353	0.3522767192
354	0.3520016921
355	0.3518310303
356	0.3516510462
357	0.3514903907
358	0.3512693248
359	0.3509760097
360	0.3508734281
361	0.3507082997
362	0.3505099287
363	0.3503907433
364	0.3501549237
365	0.3498810509
366	0.3497496846
367	0.3496554217
368	0.3495237628
369	0.349413924
370	0.3491951306
371	0.3490784253
372	0.3489014905
373	0.3487583918
374	0.3485856226
375	0.3484426986
376	0.3483776756
377	0.3482032335
378	0.348071282
379	0.3478843281
380	0.3475734856
381	0.3474512064
382	0.3472666054
383	0.3471331544
384	0.346914037
385	0.3467901321
386	0.3466163052
387	0.3464731175
388	0.346219961
389	0.3461631087
390	0.3460252407
391	0.345725058
392	0.3455722016
393	0.3454839811
394	0.3452998097
395	0.3451796896
396	0.3449835309
397	0.3447690008
398	0.3445575988
399	0.3443689926
400	0.3441809784
401	0.3440605411
402	0.3439503789
403	0.3437083764
404	0.3436395176
405	0.3435493512
406	0.3434130706
407	0.3432491509
408	0.3430862898
409	0.3429476269
410	0.342783606
411	0.3426391855
412	0.3424660827
413	0.3423654601
414	0.34220457
415	0.3421648077
416	0.3420528844
417	0.3418259004
418	0.3416533334
419	0.3415253857
420	0.341319534
421	0.3410769584
422	0.3409745394
423	0.340826722
424	0.3406552155
425	0.3404435456
426	0.3403037013
427	0.340187209
428	0.3400406577
429	0.339904235
430	0.339646403
431	0.3394754406
432	0.3393238736
433	0.3391940436
434	0.3390373077
435	0.3388972806
436	0.3387636192
437	0.3384838462
438	0.3383326209
439	0.3382732187
440	0.3380418717
441	0.3378939511
442	0.3377500888
443	0.3376274561
444	0.3374532118
445	0.3372931054
446	0.3371207068
447	0.3369578855
448	0.336914148
449	0.3367994658
450	0.3366409496
451	0.3365613841
452	0.3364669481
453	0.3364131895
454	0.3362332809
455	0.3361473752
456	0.3359698215
457	0.3358208174
458	0.3356780508
459	0.3353442768
460	0.3351145639
461	0.3350180597
462	0.3349051868
463	0.3348072598
464	0.3347318495
465	0.3344778557
466	0.3343611388
467	0.334225996
468	0.3340610408
469	0.3338403987
470	0.3337489051
471	0.3336940767
472	0.3335736167
473	0.3333834112
474	0.3333447468
475	0.3332049636
476	0.3330896388
477	0.3330351121
478	0.332862204
479	0.3326418882
480	0.3325663746
481	0.3324986066
482	0.3324362177
483	0.3322684621
484	0.3321153329
485	0.3320853025
486	0.3319908443
487	0.3318527728
488	0.331702703
489	0.3316057786
490	0.3314680142
491	0.3313241542
492	0.3310943074
493	0.3309677061
494	0.3309065343
495	0.3306971549
496	0.3304382716
497	0.3301811565
498	0.3299205635
499	0.3298550452
500	0.3297826344
501	0.3296126147
502	0.3294909973
503	0.3294102272
504	0.3292918445
505	0.3292099263
506	0.3290884224
507	0.3290052212
508	0.3289622919
509	0.3286848739
510	0.3284104134
511	0.3282788607
512	0.3281513221
513	0.3280333505
514	0.3278711053
515	0.3277338967
516	0.3275883927
517	0.3274483395
518	0.3272134589
519	0.3270709501
520	0.3268547963
521	0.3267176596
522	0.3266414777
523	0.3264735607
524	0.3263900353
525	0.3262571879
526	0.3262415863
527	0.3260916001
528	0.3259575648
529	0.3258643272
530	0.3258294182
531	0.3256622542
532	0.3255584016
533	0.3253912905
534	0.325313432
535	0.3250846957
536	0.3249056444
537	0.3246971147
538	0.3245283881
539	0.3243787341
540	0.3242846336
541	0.3241268859
542	0.3239658286
543	0.3237692006
544	0.3236169489
545	0.3235233631
546	0.3233915695
547	0.3231598887
548	0.3231549944
549	0.322986658
550	0.3228179486
551	0.3226192798
552	0.3224411994
553	0.3222397631
554	0.322172381
555	0.3220362737
556	0.3219868526
557	0.3217605471
558	0.3216937927
559	0.3216073568
560	0.3214698886
561	0.3214093577
562	0.3212560775
563	0.3211703001
564	0.3210096024
565	0.3208474762
566	0.3208074745
567	0.3207672644
568	0.3204769597
569	0.3203569503
570	0.3201864283
571	0.3200560719
572	0.3200128693
573	0.3198865722
574	0.3197156435
575	0.3195649655
576	0.319445247
577	0.3192961653
578	0.3191635689
579	0.3189621006
580	0.3188444614
581	0.3185702326
582	0.3184737124
583	0.3183451206
584	0.3181819712
585	0.3180059439
586	0.3179601108
587	0.3178329243
588	0.3176135456
589	0.3175123456
590	0.317476608
591	0.3173143624
592	0.31715668
593	0.3170586224
594	0.3169454959
595	0.3168148215
596	0.3168014901
597	0.3166586596
598	0.3164533058
599	0.3163722021
600	0.3160703209
601	0.3158462976
602	0.315615019
603	0.3154382259
604	0.3153704288
605	0.3152762609
606	0.3151122611
607	0.31485488
608	0.3146784485
609	0.3145437334
610	0.3144111933
611	0.3143219578
612	0.3141802511
613	0.313999194
614	0.3138565931
615	0.3136334361
616	0.3135049413
617	0.3133645715
618	0.3131905304
619	0.3130225023
620	0.3127932393
621	0.3126599856
622	0.3125010964
623	0.3124040218
624	0.3122792062
625	0.3121557163
626	0.3120105373
627	0.3118751686
628	0.3117096561
629	0.3116826578
630	0.3116053933
631	0.3114779154
632	0.311348703
633	0.3111740751
634	0.3111600335
635	0.3110770593
636	0.3109727133
637	0.3108645811
638	0.3107155496
639	0.3107005798
640	0.3105791258
641	0.3104703664
642	0.3104203822
643	0.3102944192
644	0.3101874081
645	0.3100572486
646	0.309827173
647	0.3096588948
648	0.3095575136
649	0.3093994671
650	0.3092057773
651	0.3091281356
652	0.3090403912
653	0.3088917558
654	0.3087408881
655	0.30862516
656	0.3085071743
657	0.3083193769
658	0.3081993187
659	0.3079852401
660	0.3079295846
661	0.3077893469
662	0.3076769493
663	0.3076690372
664	0.3075039985
665	0.307372194
666	0.3072833153
667	0.3071764733
668	0.3070131803
669	0.306789848
670	0.3067174169
671	0.3065135612
672	0.3062717132
673	0.3061931259
674	0.3060715924
675	0.3060523032
676	0.3058867159
677	0.3056835005
678	0.3055608028
679	0.3054118323
680	0.3052721178
681	0.3051571661
682	0.3050333155
683	0.3049246641
684	0.3046273549
685	0.3044701823
686	0.3042382547
687	0.3041322651
688	0.3039516755
689	0.3037693811
690	0.3036974248
691	0.3034999146
692	0.3033623664
693	0.3030709696
694	0.3028828947
695	0.3028038851
696	0.3026336212
697	0.3024687413
698	0.3023996632
699	0.3023010797
700	0.3021141473
701	0.3019777834
702	0.301674787
703	0.3013942471
704	0.3012559418
705	0.3011722367
706	0.3009216023
707	0.3007326049
708	0.3006139934
709	0.30038277
710	0.3001516854
711	0.3000501056
712	0.2999836319
713	0.2997627467
714	0.2996453707
715	0.2995224319
716	0.2993965814
717	0.2992650069
718	0.2991481589
719	0.2990511985
720	0.2989651382
721	0.2988652417
722	0.2987855101
723	0.2987189699
724	0.2985301
725	0.2983186829
726	0.2980877501
727	0.2978484587
728	0.2976467507
729	0.2974896621
730	0.2972945703
731	0.2970885307
732	0.2969361569
733	0.2968165502
734	0.2966896264
735	0.2965914395
736	0.2964860122
737	0.2963437719
738	0.2960622788
739	0.2959140015
740	0.29578093
741	0.2956459558
742	0.2954926255
743	0.2953766749
744	0.2951622621
745	0.2950827841
746	0.2949482214
747	0.2948599829
748	0.2947320967
749	0.2946326512
750	0.2944800809
751	0.2942749862
752	0.2942189724
753	0.2940303331
754	0.2939917878
755	0.2938491267
756	0.2935789971
757	0.2934421411
758	0.293290549
759	0.2931901886
760	0.2931295289
761	0.292992131
762	0.2927891782
763	0.2926539309
764	0.2923936248
765	0.2922971023
766	0.2922149095
767	0.2921742545
768	0.2920863646
769	0.2918878685
770	0.2918568171
771	0.2917400025
772	0.2915457024
773	0.2914400677
774	0.2913532637
775	0.2912635048
776	0.2910805723
777	0.2909739694
778	0.2907611906
779	0.2907354746
780	0.2905547553
781	0.2904672294
782	0.2904076105
783	0.2902346742
784	0.2901001135
785	0.2900894621
786	0.2899369413
787	0.2897860338
788	0.289743237
789	0.2896116609
790	0.2895121947
791	0.2893760077
792	0.2892298197
793	0.2891574937
794	0.2890454859
795	0.289036136
796	0.2888902363
797	0.2887793788
798	0.2887225907
799	0.2886358343
800	0.2884807105
801	0.2883607751
802	0.2882443063
803	0.2881674309
804	0.2879928865
805	0.287896388
806	0.2877963426
807	0.2877329347
808	0.2875166559
809	0.287265809
810	0.2870697117
811	0.2868474963
812	0.286689364
813	0.2865243033
814	0.2863749358
815	0.2862963924
816	0.2861530076
817	0.2859891967
818	0.285899991
819	0.2858101622
820	0.2856421612
821	0.2854482115
822	0.2853409446
823	0.2853024844
824	0.2851791402
825	0.2850747861
826	0.2849472823
827	0.2848666439
828	0.2847184136
829	0.2845690627
830	0.2844666402
831	0.2844158553
832	0.2843169079
833	0.2841246096
834	0.2840772286
835	0.2840408541
836	0.2839038472
837	0.2836467912
838	0.2835800695
839	0.283369393
840	0.2832827611
841	0.2831441768
842	0.2830079196
843	0.2829050172
844	0.2827622699
845	0.2826476551
846	0.2825431483
847	0.2825164846
848	0.2823929756
849	0.2822642741
850	0.2821614438
851	0.282082213
852	0.2819463618
853	0.2818058667
854	0.2816417404
855	0.2815178394
856	0.2814907094
857	0.2814000711
858	0.2811833366
859	0.2810834952
860	0.2809193721
861	0.2807983752
862	0.2805899002
863	0.2805647363
864	0.2805251889
865	0.2804562324
866	0.2803411469
867	0.2800900441
868	0.2798258503
869	0.2797229018
870	0.2796254663
871	0.2794950489
872	0.2793684964
873	0.2792262249
874	0.2791174392
875	0.2789877701
876	0.2789330494
877	0.2788090389
878	0.278672071
879	0.2785955664
880	0.2784981923
881	0.278365895
882	0.2782306469
883	0.2781324466
884	0.2780602388
885	0.2779813732
886	0.2779546437
887	0.2778262849
888	0.2775899176
889	0.2775293885
890	0.2775149822
891	0.2774250572
892	0.2773962772
893	0.2773390471
894	0.2772490606
895	0.2771916293
896	0.2770170726
897	0.2768528144
898	0.2767267505
899	0.2765564649
900	0.2764595262
901	0.2763562124
902	0.2762630256
903	0.2761922378
904	0.276004662
905	0.275913009
906	0.275729265
907	0.275593236
908	0.275492418
909	0.2754340812
910	0.2753493387
911	0.2751246451
912	0.2749828805
913	0.2749216608
914	0.2748076258
915	0.2746878241
916	0.2745713642
917	0.2744446045
918	0.27425754
919	0.2741003225
920	0.2739845103
921	0.2739049833
922	0.2737652856
923	0.2737429534
924	0.2735431205
925	0.2734706985
926	0.2733172445
927	0.2732229726
928	0.2731498202
929	0.2730572252
930	0.2729457456
931	0.2727841471
932	0.2726047488
933	0.2723987553
934	0.2722723466
935	0.2721819904
936	0.2720479449
937	0.2718501742
938	0.271672544
939	0.2715504896
940	0.2714692543
941	0.2713190776
942	0.2711619134
943	0.2710019227
944	0.2708159993
945	0.2707150321
946	0.2706011301
947	0.2704971913
948	0.2704208811
949	0.2702773114
950	0.2702642361
951	0.2702271577
952	0.2701173807
953	0.2700128856
954	0.2698746617
955	0.2697447887
956	0.2696970486
957	0.2696252276
958	0.2693947551
959	0.2693717611
960	0.2691739466
961	0.2690176328
962	0.2690077191
963	0.2689820159
964	0.2688334667
965	0.2688223703
966	0.268676851
967	0.2686183836
968	0.2685099902
969	0.2683674297
970	0.268122046
971	0.2679907154
972	0.2679224973
973	0.2678413516
974	0.2677210695
975	0.2676131836
976	0.2674770029
977	0.2673597718
978	0.2671701328
979	0.2670191176
980	0.2668137543
981	0.2667272926
982	0.2666229726
983	0.2665523752
984	0.2664051788
985	0.266247865
986	0.2660430904
987	0.2659088262
988	0.265859303
989	0.2656823684
990	0.265609101
991	0.2655937917
992	0.2654801746
993	0.2654476487
994	0.2652879964
995	0.2651794093
996	0.2650454996
997	0.2648757799
998	0.264704132
999	0.2645348577
